SYS_NO,NTCE_WATER_ID_NM,NTCE_WATER_TITLE_NM,NTCE_WATER_CN,CTGRY_ONE_FLAG_CD,CTGRY_ONE_NM,CTGRY_TWO_FLAG_CD,LOCPLC_ALL_ADDR,ACMD_NMPR_CO,CARD_SETLE_AT,DETAIL_ADDR,CVNTL_NM,UTILIIZA_CHRGE_CN,PROGRM_NM,CNSLT_TEL_NO,RSTDE_GUID_CN,PRKPLCE_EXST_AT,TEL_NO,GO_TRNSPORT_MTH_CN,CMNG_TRNSPORT_MTH_CN,OPN_FCLTY_NM,DSCNT_AT,UTILIIZA_TIME,HMPG_ADDR,OPER_TIME,GID_LA,GID_LO,REPRSNT_IMAGE_ONE_NM,REPRSNT_IMAGE_TWO_NM,REPRSNT_IMAGE_THREE_NM,THEME_MAIN_IMAGE_NM
493,391,절영해안산책로,"부산의 유명한 관광명소인 ‘태종대’를 끼고 있는 부산 영도구에는 또 하나의 명소가 있다.

‘절영해안산책로’는 천혜의 기암절벽과 바다의 낭만이 수려한 그림처럼 펼쳐져 있고 전망대,
낚시터, 건강의 길, 쉼터, 해녀촌 등 여러 부대시설도 마련되어 있어 많은 볼거리, 먹거리를
제공한다.

절경과 분위기는 정말 낭만적이지만 솔직히 높은 구두 신고 데이트하기 위해 왔다면 절반도
못 보고 가는 수가 있다.

단단히 마음먹고 운동화에 물통 들고 온 사람은 절영 전망대, 구릉지 산책로 같은 멋진 곳도 볼 수 있다.

근처에는 백련사, 영선사와 같은 절이 있고 영도관광사격장, 함지골 청소년수련원과 맛 좋기로 소문난 ‘목장원’도 전망 좋은 곳에 자리하고 있다.

3Km의 긴 해안 산책로 아래 펼쳐진 바다가 장관인 이곳은 영화 ‘사생결단’에서 류승범이 마약사범으로 잡히는 장면과 온주완이 숨긴 마약을 가져가는 장면을 촬영한 곳이기도 하다",b03,b03,부산광역시 영도구 전망로,,null,257,,,,,영도구청(051)415-1001,연중 무휴,null,(051)415-1001,&lt;br&gt;,"마을: 영도구1, 영도구5, 영도구2 &lt;br&gt;일반: 508, 70, 71, 7, 9, 82, 85, 6, 9-1, 11 &lt;br&gt;","은행,편의점,당구장,홍보관,카페테리아, 대식당",null,24시간 이용,,,35.071,129.057,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/1110191010.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/C_0208_03.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/111019826.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/1110191045.jpg
494,39195,광안2동 벽화거리,"광안리 해변으로 이어지는 진입로인 광안2동에 지난 2012년 총 4가지의 테마(바다풍경, 동화의 나라, 동물의 나라, 향수)가 있는 벽화를 그려 넣어 무단투기 등이 성행했던 지역을 깨끗하게 정비하고 문화가 살아 있는 이색 테마거리로 재탄생 된 곳이다",b03,b03,부산광역시 수영구 수영로 540번길 일원,,null,null,,,,,null,null,null,null,"2호선 광안역, 금련산역","20, 38, 39, 40, 41, 51, 83, 155, 1001(급행), 1003(급행)",null,null,null,,,35.154,129.113,http:\/\/vod.busan.go.kr\/photosystem\/rfc\/photo\/thumbnail\/136185377225684.jpg,http:\/\/vod.busan.go.kr\/photosystem\/rfc\/photo\/thumbnail\/136185377263895.jpg,null,http:\/\/vod.busan.go.kr\/photosystem\/rfc\/photo\/thumbnail\/136185377178588.jpg
495,392,천가동(가덕도) 해안산책로,"가덕도는 보개산이 바다 가운데 침몰되었다가 다시 솟아서 이루어 졌다는 전설이 있는 부산 최대의 섬이다.
최고봉인 연대산(459.4m)을 위시하여 수많은 산들이 펼쳐져 있으며, 해안선을 따라 동북쪽으로 눌차·동선 사이를 이어주는 주변 백사장에서부터 기도원앞 바닷가의 경관, 동남쪽으로 대항새바지의 넓은 자갈밭과 용두암을 시작으로 펼쳐지는 동백숲과 아동섬 일대와 동두말, 가덕도 등대 주위의 깎아지른 듯한 기암괴석, 서남쪽으로 돌아 외양포 해수욕장, 두문의 길게 뻗은 솔섬, 천수말 코바위 등 가덕도는 해금강 절경을 방불케 한다.

현재 희망근로 사업으로 동선새바지에서 대항새바지까지 해안변을 따라 산책로를 개설하였다.",b03,b03,강서구 동선동,,null,산74-8,,,,,null,연중 무휴,null,970-4122,null,일반: 520,"휴게실부대시설: 휘트니스, 찜질방, 노천탕, 노래방",null,null,,,35.053,128.837,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/114144822.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/1420657.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/1420648.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/11414484.jpg
496,393,가덕도 등산로,"가덕도에서 가장 높은 해발 459.4ｍ의 연대산 정상에 봉수대가  있다. 이 봉수대의 설치연대는 확실히 알 수 없으나 고려 의종 때를 전후하여 만들어졌을 것으로 추정된다. 1891년 광무원년에 전국 봉수대의 역할이 폐지될 때 형체가 거의 없어진 것을 1996년 4월 26일 강서구에서 다시 복원했다. 위치로 보아 일본의 대마도와 가장 가까운 해안 연변봉수대 이며 동래 직
봉 소속의 간봉으로서 서쪽으로는 웅천의 사화랑 봉수대에 연결하여 진해 창원 창녕 성주 칠곡 김천 상주 문경을 거쳐서 충주에서 동래직봉선과 만나는 역할을 하고, 북쪽으로는 녹산동의 성화예산 봉수대에 연결하여 김해 분산성, 진영, 수산, 밀양, 청도, 경산, 대구를 거쳐서 영천의 성황당 봉수대에 닿아 동래직봉선에 연결해 주는 역할을 하고 동으로는 다대포의 응봉봉수대와 교신  하는 국토의 최첨단에 위치하여 중요한 역할을 담당하였다. 연대산 정상에 오르면 남해의 섬들과 거제 해금강이 한눈에 내려다  보인다. 천천히 오르더라도 4시간 정도면 종주할 수 있어 가족이 함께 산행하기에 적당하다.",b03,b03,부산시 강서구 천성동,,null,null,,,,,null,연중 무휴,null,970-4122,null,일반: 520&amp;ltbr&amp;gt,화장실,null,null,,,35.038,128.83,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/101619497.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/11109215.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/111092129.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/1016194914.jpg
497,394,거북이숲길(어린이대공원-화지산- 시민공원),거북이숲길(어린이대공원-화지산- 시민공원),b03,b03,어린이대공원-화지산-시민공원,,null,null,,,,,051)605-4124,연중 무휴,null,051)605-4124,null,"마을: 부산진구17, 부산진구15 &#xD;일반: 44, 81, 133, 63, 54, 83-1 &#xD;",null,null,null,,,35.189,129.04,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/115105750.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/11510580.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/115105741.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/115105741.jpg
498,395,승학산 등산로,"승학산(해발 496m)은 부산에서 가장 서쪽에 있는 산으로
고려말 무학대사가 전국을 두루 돌아다니며 산세를 살폈는데 이곳에 오니 산세가 준엄하고 기세가 높아 마치 학이 나는 듯 하다하여 승학산(乘鶴山)이란 이름이 붙었다는 전설이 전해오고 있으며,
구덕산과 시약산의 서쪽이며 엄광산의 남쪽으로 사하구 당리동의 뒷산으로 흔히 동아대 뒷산으로 불린다.
억새가 아름답기로 이름이 나 있는데, 억새군락은 승학산 동쪽 제석골 안부에 있다. 수 만평에 이르는 부산 제1의 억새밭이다.
바람따라 일렁이는 대장관은 전국의 어느 억새명산 못지 않다.
억새능선까지 올라갈 수 있는 길은 4군데 정도로 다소 가파르지만 엄궁에서 올라가거나 사하구청 뒤편, 괴정동 제석골, 한생약수터로 통하는 코스, 대신동 꽃동네에서 기상청 레이더관측소 도로를 따라 올라가 임도로 내려가는 길, 그리고 통상 종주로인 동아대~잔등이~ 정상코스 등이 있다.
동아대학교 뒤로 올라 승학산 정상을 거쳐 서대신동 꽃마을~구덕산~구봉산~수정산으로 이르는 등산코스는 부산시내를 한눈에 내려다볼 수 있는 좋은 등산코스이기도 하다",b03,b03,"부산광역시 사하구 하단, 당리, 괴정 일원",,null,null,,,,,051)220-4061,연중 무휴,null,051)220-4061,1호선(당리) &lt;br&gt;,"마을: 사하구2, 사하구2-1, 강서구16, 사하구10, 강서구21 &lt;br&gt;일반: 138, 16, 123, 126, 520, 58-2, 2, 11, 113, 138-1 &lt;br&gt;급행: 1001 &lt;br&gt;좌석: 58-1, 1000 &lt;br&gt;",null,null,null,,,35.117,128.979,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/1016193652.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/14194838.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/14194855.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/1016193643.jpg
499,396,엄광산 등산로(서대신동 꽃마을 - 내원정사 - 엄광산 정상),"엄광산은 동대신동의 북쪽에 위치하여 서구와 부산진구(개금동), 동구(좌천동)와 경계를 이루고 있다.
엄광산은 1995년 그 이름을 되찾기 전까지는 고원견산(高遠見山)으로 불려졌다.
고원견산이란 명칭은 일본인에 의해서 만들어졌을 가능성이 높다.
이 산의 정상에 올라서면 대한해협을 지나 멀리 일본의 쓰시마 까지 바라 볼 수 있다는 의미에서 붙여진 것은 아닌가 싶다.
서대신동 꽃마을은 옛날 이 곳에는 조그마한 주막집이 몇 채 있었는데, 6.25동란 전후 피란민이 몰려와 집단으로 거주하기 시작하여 당시 마을 주민 대부분이 꽃재배를 생업으로 삼고 국화ㆍ카네이션 등을 시내 꽃가게에 내다 팔거나 학교 졸업식이나 입학식 때 학교 앞에서 직접 팔아서 생활을 영위하면서부터 ‘꽃마을’이라 부르기 시작하였다.
서구의 발전 잠재력을 지닌 꽃마을은 2003년 마을 진입도로가 확장되고 현대식 건물들이 새로 들어서면서 현재는 많이 달라진 모습이다.
자연환경과 조화를 이루며 조성된 수목원과  목석원예관과 민속박물관이 개관하게 되면서 서부산권 청소년들의 심신수련 및 체험활동의 장으로써 크게 호응을 얻고 있다.
또한, 이 곳에는 1981년 서구청에서 설치하여 직영하는 2,000여평 규모의 양묘장이 있고, 서구에서는 규모가 가장 큰 내원정사(內院精寺)라는 사찰이 소재하고 있다",b03,b03,부산광역시 서구 서대신동,,,3가,,,,,051)240-4535,연중 무휴&#xD;,null,051)240-4535,null,마을: 서구1&#xD;,null,null,null,,,35.113,129.012,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/114163820.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/1110185356.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/1110185342.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/114163756.jpg
500,397,장산 등산로,"장산은 해발 634m로 부산에서 금정산(801m) 다음으로 높은 산으로 옛날 주변에 장산국이라는 작은 나라에서 이름이 유래되었으며

장산 등산로는 해운대구 반여동, 재송동, 우동, 좌동, 폭포사, 신시가지까지 연결되어 있어 어느 곳에서나 접근이 용이하며, 산행코스가 많아 어느쪽에서 출발하더라도 다시 출발점으로 되돌아올 수 있으며 장산의 정상에는 억새가 군락을 이루고 그 정상에서 바라보는 바다풍경은 장관으로 휴일에는 가족단위 등산객의 발길이 끊이지 않는 명산이다.

신시가지 방면 장산 입구에는 대천공원이 자리잡고 있으며, 대천공원은 수려한 장산의 수림대와 삼림욕장이 어우러져 도심의 휴식공간으로 자리잡고 있으며 이곳에는 만선을 기원하는 상징조형물과 인공호수가 있으며, 신석정, 조지훈 등 유명 시인들의 시가 새겨진 까만 대리석이 의자처럼 놓여져 있고 정자, 의자 등 편의시설이 마련되어 있다.

대천공원을 지나 장산을 오르는 길에는 폭포사, 양운폭포를 구경할 수 있으며 주민 건강을 위해 마련된 체육공원도 만날 수 있다.",b03,b03,부산광역시 해운대구 좌동,,,산1-230,,,,,051)749-4081~3,연중 무휴&#xD;,null,051)749-4081~3,null,"마을: 해운대구8, 해운대구7 &#xD;일반: 115-1, 63, 38, 40, 100-1, 181 &#xD;급행: 1001 &#xD;공항: 해운대 &#xD;",null,null,null,,,35.192,129.176,null,null,null,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/1016193413.jpg
501,399,천마산등산로(천마산 10리길),"서구 남부민동과 사하구 감천동의 경계에 솟아 있는 산으로「동래부지」에는 석성산이라 기록되어 있는 산이다.
석성산에는 봉수대가 있었는데『경상도지리지』에 ‘석성봉화대가 동쪽으로 30리 거리에 황령산 봉화대를 바라보며, 서쪽 110리 거리에 김해 봉화대를 바라본다’고 기록되어 있다.
또한 『동래부지』봉수조에는 『석성산재왜관서』라고 적혀 있어 석성산이 왜관의 서쪽에 있었음을 말하고, 역시『동래부지』산천조에는 석성산의 봉수대가 구봉산으로 옮겨가고 석성산에는 그 자리만 남아 있는 것으로 기록되어 있다.
이러한 기록으로 미루어 볼 때 현재의 천마산이 과거에는 석성산이었던 것 같다. 천마산이라는 산명은 옛날 이 곳은 초원이 우거져서 일찍이 목마장이었다는 것과 하늘에서 용마가 내려왔다는 전설에서도 나왔음직하다.

전형적인 노년산지의 특색을 지니고 있으며, 특히 산록이 완만하고 활엽수가 주를 이루고 있는데 산에 오르면 남항이 한눈에 들어온다.
정상에는 동네체육공원이 조성되어 있는데, 특히 서구에서 조성한 『천마산조각공원』이 자연과의 절묘한 조화 속에서 산을 찾는 이로 하여금 그 아름다움과 평화로움을 만끽하게 한다.",b03,b03,부산광역시 서구 남부민동 일대,,,null,,,,,051)240-4535,연중 무휴&#xD;,null,051)240-4535,null,"일반: 190, 134, 161, 16, 17, 7, 9, 61, 96, 26 &#xD;",null,null,null,,,35.087,129.015,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/1016185811.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/712112440.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/712112446.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/1016185752.jpg
502,4,구덕산,"서구의 서대신동과 북구의 학장동, 사하구 당리동 까지 이어진 부산시의 대표적인 산이다. 해발 562m.
태백산맥의 말단 금정산 줄기 끝 자락에 위치해 북동쪽으로는 엄광산, 남서쪽으로는 시약산에 이어져있다.

기록에 따르면 19세기 말에는 병풍처럼 둘러져 있다 하여 사병산이라는 이름으로 불렸다고 한다.
전형적인 노년산지의 모습을 띄고 있으며, 짙은 산림과 깊은 계곡이 발달해 있다.

울창한 수림을 자랑하는 구덕산은 시민들의 등산코스로 각광 받고 있다. 부산 최초의 급수원인 구덕 수원지가 동쪽 산록에 위치하고 있으며, 구덕산 기슭에는 구덕골청소년수련원이 지어져 지역주민과 청소년들의 문화 요람의 장으로 애용되고 있다.

이 외에도 휴식공간인 대신공원과 한 때 대규모 꽃 재배단지로 유명했던 꽃마을도 이 곳 구덕산에 있다",b03,b03,부산시 서구 서대신동,,,null,,,,,051)240-4062,연중 무휴,null,051)240-4062,"■ 버 스&lt;br&gt;- 일반버스&lt;br&gt;* 15, 161, 67, 8번 → 대남병원역 하차&lt;br&gt;","■ 기차로 오실 때 (부산역하차)&lt;br&gt;- 버  스 &lt;br&gt;* 67번 →  대남병원역 하차&lt;br&gt;■ 비행기로오실 때 (김해공항에서)&lt;br&gt;- 일반 버스 &lt;br&gt;* 201번 → 학장입구 (8, 15번환승) → 대남병원역 하차&lt;br&gt;* 307번 → 구포시장역 (15번환승) → 대남병원역 하차&lt;br&gt;* 307번 →롯데백화점역 (서면시장역 67번환승) → 대남병원역 하차&lt;br&gt;■ 시외버스로 오실 때&lt;br&gt; ○ 노포동 종합버스터미널 &lt;br&gt;- 버  스&lt;br&gt;* 1002번(심야) → 서면역 (서면복개로역 67번환승) → 대남병원역 하차&lt;br&gt;* 148번 → 구포시장역 (15번환승) → 대남병원역 하차&lt;br&gt;- 지하철&lt;br&gt;* 1호선 → 서면역 (2호선환승) → 사상역 (감전동외환은행역 8번환승) → 대남병원역 하차&lt;br&gt;* 1호선 → 부산역 (67번환승) → 대남병원역 하차&lt;br&gt;* 1호선 → 서면역 (67번환승) → 대남병원역 하차&lt;br&gt; ○ 사상 서부시외버스터미널&lt;br&gt;- 버  스&lt;br&gt;* 161, 15, 8번 → 대남병원역 하차&lt;br&gt;- 지하철&lt;br&gt;",null,null,24시간 이용,,,35.123,128.992,null,null,null,null
503,40,온천장 칼국수 골목,"허심청에서 천일온천호텔 주변에 형성되어 있는 칼국수 골목은 인근의 곰장어 골목과 연결되어 온천 목욕 후에 5,000원에서 7,000원 가량의 칼국수 한 그릇으로 든든하게 배를 채울 수 있다는 점에서 많은 사람들의 사랑을 받고 있다.한두집의 소규모 분식집에서 시작된 칼국수 골목에는 현재 5개소의 칼국수 전문점이 성업 중에 있다",b03,b03,부산시 동래구,,null,null,,,,,null,null,null,null,(1호선) 온천장역 하차 후 도보 15분 \/ 명륜역 하차 후 도보 20분,"(일반) 51, 100, 100-1, 110-1, 131, 183",null,null,null,,,35.222,129.085,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_1283_02.jpg,null,null,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_1283_01.jpg
504,400,국청사,"예전 금정산성을 방어하던 호국사찰로 신라시대 때 의상대사가 창건했다.
이후 숙종 29년(1703년)에 금정산성 중성을 쌓은 후 적을 막고 나라를 지키고, 보호한다는 의미로 ‘국청사’라 칭하였다.

이름의 뜻도 ‘청청한 마음으로 수행과도 같이 국난을 극복하는 데 앞장서다’ 혹은 ‘나라가 외적의 더러운 발길에 짓밟힘을 막고 깨끗한 국토를 수호한다’는 의미를 가지고 있다.

실제로 이 곳에는 당시 승병장이 사용한 ‘금정산성 승장인’이라는 철제인이 보관되어 있어 승군작대(僧軍作隊)의 사령부가 있었다고 추측할 수 있다. 이곳 대웅전 안에는 본존불인 석가여래불을 비롯하여 좌협시 인문수보살과 우협시인 보현보살이 모셔져 있다",b03,b03,부산광역시 금정구 북문로,,null,42,,,,,051)517-5003,연중 무휴,주차 가능,051)517-5003,지하철 1호선 온천장역 → 좌석 203번 환승 →서울수퍼 하차(도보 15분),"좌석 203, 마을버스 금정구 1",null,null,07:00~18:00,,,35.254,129.055,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0075_02.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0075_03.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0075_04.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0075_01.jpg
